test,arch,platform,passed,status,extra_args,qemu,qemu_time,ram_size,rom_size
tests/benchmark/footprint/nanokernel/footprint-float,x86,minnowboard,True,,TEST=float,False,,17127,12923
tests/kernel/test_pipe/test,arm,stm32_mini_a15,True,,,False,,14876,25800
tests/kernel/test_mail/test,arm,stm32_mini_a15,True,,,False,,13140,23216
samples/bluetooth/beacon/test_arm,arm,nucleo_f103rb,True,,,False,,12288,26476
tests/kernel/test_task_priv/test,arm,qemu_cortex_m3,True,,,True,3.025494337081909,10676,12968
tests/benchmark/footprint/microkernel/footprint-min,arm,arduino_due,True,,TEST=min,False,,1512,6988
tests/benchmark/footprint/nanokernel/footprint-reg,arm,qemu_cortex_m3,True,,TEST=reg,True,,1752,4288
tests/kernel/test_map/test,x86,quark_se_devboard,True,,,False,,14628,21732
tests/kernel/test_fifo/nanokernel/test,arc,arduino_101_sss,True,,,False,,8084,18188
tests/bluetooth/init/test_h5,x86,qemu_x86,True,,CONF_FILE=prj_h5.conf,True,,34434,24914
tests/kernel/test_map/test,arm,frdm_k64f,True,,,False,,13092,15796
tests/bluetooth/shell/test_arm_nano,arm,nucleo_f103rb,True,,KERNEL_TYPE=nano,False,,18076,82852
tests/kernel/test_errno/test,x86,qemu_x86,True,,,True,0.2526700496673584,12600,8900
samples/bluetooth/peripheral_esp/test_arm,arm,qemu_cortex_m3,True,,,True,,14992,45624
tests/bluetooth/init/test_h5,arm,olimexino_stm32,True,,CONF_FILE=prj_h5.conf,False,,12472,22540
samples/bluetooth/peripheral_hr/test_x86,x86,qemu_x86,True,,,True,,76071,64279
tests/bluetooth/init/test_9,arm,qemu_cortex_m3,True,,CONF_FILE=prj_9.conf,True,,13816,42744
tests/bluetooth/init/test_h5,arm,qemu_cortex_m3,True,,CONF_FILE=prj_h5.conf,True,,12120,19992
samples/synchronization/nanokernel/test,arc,quark_se_sss_devboard,True,,,False,,6352,10760
tests/kernel/test_events/test,x86,qemu_x86,True,,,True,0.4344370365142822,26225,16641
tests/kernel/test_rand32/test,arm,olimexino_stm32,True,,,False,,8772,13180
tests/bluetooth/test_bluetooth/test_nano,x86,arduino_101,True,,KERNEL_TYPE=nano,False,,8316,22362
samples/philosophers/nanokernel/test,arm,olimexino_stm32,True,,,False,,9848,8736
samples/kernel_event_logger/microkernel/test,x86,quark_se_devboard,True,,,False,,22172,25859
tests/bluetooth/test_bluetooth/test_micro,arm,olimexino_stm32,True,,,False,,11808,23396
tests/bluetooth/init/test_4,x86,qemu_x86,True,,CONF_FILE=prj_4.conf,True,,57714,48098
tests/bluetooth/init/test_10,x86,qemu_x86_iamcu,True,,CONF_FILE=prj_10.conf,True,,61603,51923
tests/bluetooth/shell/test_x86,x86,minnowboard,True,,,False,,121363,105091
tests/kernel/test_static_idt/nanokernel/test,x86,minnowboard,True,,,False,,12002,8334
tests/crypto/test_aes/test,x86,qemu_x86,True,,,True,0.2591366767883301,36516,26972
tests/bluetooth/init/test_5,x86,minnowboard,True,,CONF_FILE=prj_5.conf,False,,59584,49968
tests/bluetooth/init/test_nano,x86,galileo,True,,KERNEL_TYPE=nano,False,,51086,42014
samples/bluetooth/beacon/test_arm,arm,qemu_cortex_m3,True,,,True,,11988,23968
tests/bluetooth/init/test_15,x86,qemu_x86_iamcu,True,,CONF_FILE=prj_15.conf,True,,61109,51461
tests/kernel/test_task_priv/test,x86,arduino_101,True,,,False,,12672,21724
tests/kernel/test_events/test,arm,arduino_due,True,,,False,,11548,13840
samples/bluetooth/peripheral_dis/test_arm,arm,qemu_cortex_m3,True,,,True,,13128,31236
tests/kernel/test_events/test,x86,qemu_x86_iamcu,True,,,True,0.40854454040527344,25741,16161
tests/kernel/test_xip/nanokernel/test,x86,qemu_x86,True,,,True,0.8083934783935547,3332,7446
tests/kernel/test_slist/test,x86,qemu_x86,True,,,True,0.23160195350646973,12253,9097
tests/benchmark/footprint/microkernel/footprint-reg,x86,quark_se_devboard,True,,TEST=reg,False,,7892,21079
tests/bluetooth/init/test_11,arm,nucleo_f103rb,True,,CONF_FILE=prj_11.conf,False,,14104,47224
samples/drivers/i2c_fujitsu_fram/test,arc,arduino_101_sss,True,,,False,,4380,9072
tests/kernel/test_build/test_debug,x86,arduino_101,True,,CONF_FILE=debug.conf,False,,7260,22382
tests/bluetooth/init/test_10,x86,arduino_101,True,,CONF_FILE=prj_10.conf,False,,16060,59548
tests/bluetooth/init/test_2,x86,minnowboard,True,,CONF_FILE=prj_2.conf,False,,47131,38059
tests/kernel/test_map/test,arm,arduino_due,True,,,False,,12560,13308
tests/crypto/test_cbc/test,arm,qemu_cortex_m3,True,,,True,0.018350839614868164,7372,14148
tests/kernel/test_map/test,x86,arduino_101,True,,,False,,14628,21745
samples/drivers/i2c_fujitsu_fram/test,x86,quark_d2000_crb,True,,,False,,1164,8180
tests/kernel/test_map/test,arm,qemu_cortex_m3,True,,,True,0.15346455574035645,12608,12812
tests/kernel/test_slist/test,arm,frdm_k64f,True,,,False,,3772,9260
tests/kernel/test_mail/test,x86,arduino_101,True,,,False,,14940,30679
tests/bluetooth/init/test_16,x86,qemu_x86,True,,CONF_FILE=prj_16.conf,True,,50176,41104
tests/kernel/test_pipe_priv/test,x86,galileo,True,,,False,,63602,49018
tests/benchmark/footprint/nanokernel/footprint-max,arc,arduino_101_sss,True,,TEST=max,False,,5288,9724
tests/kernel/test_lifo/test,arm,olimexino_stm32,True,,,False,,7624,17668
tests/bluetooth/init/test_micro,arm,stm32_mini_a15,True,,,False,,12168,25412
tests/kernel/test_sleep/test,x86,quark_se_devboard,True,,,False,,5832,15941
tests/kernel/test_build/test_newlib,x86,arduino_101,True,,CONF_FILE=newlib.conf,False,,7960,22746
tests/kernel/test_timer/microkernel/test,arm,stm32_mini_a15,True,,,False,,13988,26204
tests/benchmark/footprint/microkernel/footprint-reg,arm,frdm_k64f,True,,TEST=reg,False,,6352,16220
samples/bluetooth/peripheral_sc_only/test_arm,arm,frdm_k64f,True,,,False,,14340,44886
samples/net/coap_observe_client/test-micro,x86,qemu_x86,True,,KERNEL_TYPE=micro,True,,84716,64856
tests/kernel/test_sprintf/microkernel/test,arm,frdm_k64f,True,,,False,,8892,21164
tests/benchmark/footprint/microkernel/footprint-reg,x86,galileo,True,,TEST=reg,False,,42360,36572
tests/kernel/test_rand32/test,x86,qemu_x86,True,,,True,0.22177839279174805,19676,13204
tests/kernel/test_obj_tracing/microkernel/test,x86,minnowboard,True,,,False,,27455,15791
tests/benchmark/footprint/microkernel/footprint-reg,arm,nucleo_f103rb,True,,TEST=reg,False,,6188,15924
tests/benchmark/footprint/nanokernel/footprint-reg,arm,stm32_mini_a15,True,,TEST=reg,False,,1976,7028
samples/philosophers/nanokernel/test,x86,galileo,True,,,False,,40189,27777
tests/kernel/test_bitfield/test,x86,galileo,True,,,False,,35386,29190
tests/kernel/test_critical/test,x86,galileo,True,,,False,,44492,34900
tests/crypto/test_aes/test,arm,arduino_due,True,,,False,,11420,23558
tests/kernel/test_sprintf/microkernel/test,x86,minnowboard,True,,,False,,33160,26688
tests/bluetooth/init/test_7,arm,frdm_k64f,True,,CONF_FILE=prj_7.conf,False,,14116,44754
tests/bluetooth/init/test_1,arm,frdm_k64f,True,,CONF_FILE=prj_1.conf,False,,13216,32278
tests/bluetooth/init/test_10,x86,qemu_x86,True,,CONF_FILE=prj_10.conf,True,,63277,53597
samples/kernel_event_logger/nanokernel/test,arc,quark_se_sss_devboard,True,,,False,,15016,10564
tests/benchmark/boot_time/microkernel/test,x86,qemu_x86,True,,,True,0.22908735275268555,19020,13500
tests/kernel/test_atomic/test,arm,arduino_due,True,,,False,,3216,8800
tests/bluetooth/init/test_20,arm,arduino_due,True,,CONF_FILE=prj_20.conf,False,,18228,79764
tests/kernel/test_static_idt/microkernel/test,x86,arduino_101,True,,,False,,12512,19543
tests/bluetooth/init/test_9,arm,stm32_mini_a15,True,,CONF_FILE=prj_9.conf,False,,14020,45244
tests/kernel/test_arm_m3_irq_vector_table/test,arm,qemu_cortex_m3,True,,,True,0.007085084915161133,3320,9580
tests/kernel/test_xip/nanokernel/test,arc,arduino_101_sss,True,,,False,,4344,6564
samples/kernel_event_logger/nanokernel/test,x86,qemu_x86_iamcu,True,,,True,,25624,11724
tests/kernel/test_context/test,arm,arduino_due,True,,,False,,5732,11072
tests/kernel/test_xip/microkernel/test,x86,quark_se_devboard,True,,,False,,9340,18642
tests/kernel/test_bitfield/test,x86,qemu_x86,True,,,True,0.21241521835327148,12334,9178
tests/kernel/test_obj_tracing/nanokernel/test,arc,quark_se_sss_devboard,True,,,False,,10584,7936
tests/kernel/test_pool/test,x86,galileo,True,,,False,,58873,38637
tests/bluetooth/init/test_2,x86,qemu_x86,True,,CONF_FILE=prj_2.conf,True,,47059,37987
tests/bluetooth/init/test_0,x86,galileo,True,,CONF_FILE=prj_0.conf,False,,53803,42363
tests/benchmark/footprint/microkernel/footprint-max,arm,nucleo_f103rb,True,,TEST=max,False,,15752,31924
tests/bluetooth/shell/test_x86,x86,qemu_x86,True,,,True,,121119,104847
tests/bluetooth/init/test_6,x86,quark_se_devboard,True,,CONF_FILE=prj_6.conf,False,,15868,57921
tests/bluetooth/init/test_4,arm,nucleo_f103rb,True,,CONF_FILE=prj_4.conf,False,,13880,40804
tests/kernel/test_ring_buf/test,x86,galileo,True,,,False,,35898,28678
tests/bluetooth/init/test_11,arm,arduino_due,True,,CONF_FILE=prj_11.conf,False,,13732,44656
tests/kernel/test_mem_safe/test,arm,arduino_due,True,,,False,,3332,9440
tests/bluetooth/init/test_20,x86,arduino_101,True,,CONF_FILE=prj_20.conf,False,,20668,98872
tests/bluetooth/shell/test_arm_nano,arm,stm32_mini_a15,True,,KERNEL_TYPE=nano,False,,17980,82844
tests/benchmark/footprint/microkernel/footprint-min,x86,quark_se_devboard,True,,TEST=min,False,,1352,5498
tests/kernel/test_timer/microkernel/test,x86,qemu_x86_iamcu,True,,,True,16.123257398605347,37797,26121
tests/kernel/test_fifo/microkernel/test,arm,qemu_cortex_m3,True,,,True,0.16488146781921387,10596,19148
tests/kernel/test_libs/test,arm,frdm_k64f,True,,,False,,11056,15368
tests/bluetooth/init/test_18,arm,arduino_due,True,,CONF_FILE=prj_18.conf,False,,14412,35920
samples/net/coap_server/test-micro,x86,qemu_x86,True,,KERNEL_TYPE=micro,True,,94797,71065
samples/net/coap_server/test-nano,x86,qemu_x86,True,,,True,,87402,65334
samples/philosophers/nanokernel/test,x86,minnowboard,True,,,False,,17745,8373
tests/kernel/test_context/test,x86,qemu_x86,True,,,True,6.4388720989227295,19496,13932
tests/kernel/test_task/test,x86,qemu_x86_iamcu,True,,,True,3.2301626205444336,24335,15771
tests/kernel/test_map/test,x86,qemu_x86_iamcu,True,,,True,0.2564272880554199,26377,15789
tests/kernel/test_fifo/nanokernel/test,arm,qemu_cortex_m3,True,,,True,7.377694845199585,7016,14968
tests/benchmark/boot_time/microkernel/test,x86,arduino_101,True,,,False,,9412,19077
tests/kernel/test_critical/test,x86,arduino_101,True,,,False,,10720,19754
samples/power/power_hooks/test,x86,qemu_x86,True,,,True,,24253,17733
tests/bluetooth/init/test_1,x86,arduino_101,True,,CONF_FILE=prj_1.conf,False,,15004,43289
tests/kernel/test_events/test,x86,quark_se_devboard,True,,,False,,13568,22045
tests/kernel/test_xip/microkernel/test,x86,galileo,True,,,False,,11516,33840
tests/bluetooth/init/test_14,arm,olimexino_stm32,True,,CONF_FILE=prj_14.conf,False,,14196,46920
tests/kernel/test_static_idt/nanokernel/test,x86,quark_d2000_crb,True,,,False,,1540,6077
tests/bluetooth/init/test_12,arm,qemu_cortex_m3,True,,CONF_FILE=prj_12.conf,True,,13804,42128
samples/philosophers/microkernel/test,x86,arduino_101,True,,,False,,16116,20252
tests/crypto/test_ccm_mode/test,x86,qemu_x86,True,,,True,0.24161076545715332,25137,19689
tests/benchmark/latency_measure/microkernel/test,x86,arduino_101,True,,,False,,13876,26117
tests/bluetooth/init/test_17,x86,quark_se_devboard,True,,CONF_FILE=prj_17.conf,False,,20540,101011
tests/kernel/test_libs/test,arm,nucleo_f103rb,True,,,False,,10884,15080
tests/kernel/test_stack/nanokernel/test,arm,arduino_due,True,,,False,,9512,9308
samples/cpp_synchronization/microkernel/test,arm,stm32_mini_a15,True,,,False,,10876,22096
tests/kernel/test_bitfield/test,arc,quark_se_sss_devboard,True,,,False,,4328,8764
tests/bluetooth/init/test_7,x86,quark_se_devboard,True,,CONF_FILE=prj_7.conf,False,,15932,58628
tests/kernel/test_build/test_debug,x86,minnowboard,True,,CONF_FILE=debug.conf,False,,24719,19539
tests/bluetooth/init/test_20,arm,frdm_k64f,True,,CONF_FILE=prj_20.conf,False,,18784,82698
tests/benchmark/footprint/microkernel/footprint-min,x86,galileo,True,,TEST=min,False,,5937,5385
tests/crypto/test_sha256/test,x86,qemu_x86_iamcu,True,,,True,,64185,18809
tests/bluetooth/init/test_15,x86,quark_se_devboard,True,,CONF_FILE=prj_15.conf,False,,16124,59045
samples/synchronization/microkernel/test,arm,olimexino_stm32,True,,,False,,8840,15488
tests/benchmark/footprint/microkernel/footprint-reg,x86,qemu_x86_iamcu,True,,TEST=reg,True,,17941,15277
tests/benchmark/footprint/nanokernel/footprint-reg,x86,arduino_101,True,,TEST=reg,False,,3740,12394
tests/bluetooth/init/test_5,x86,quark_se_devboard,True,,CONF_FILE=prj_5.conf,False,,15868,55865
samples/bluetooth/peripheral_hr/test_arm,arm,olimexino_stm32,True,,,False,,16996,54576
samples/drivers/current_sensing/test,x86,quark_d2000_crb,True,,,False,,1164,7761
samples/bluetooth/peripheral_csc/test_arm,arm,stm32_mini_a15,True,,,False,,13996,35624
samples/net/coap_observe_client/test-nano,x86,qemu_x86,True,,,True,,77669,59153
tests/kernel/test_build/test_newlib,x86,minnowboard,True,,CONF_FILE=newlib.conf,False,,58715,53499
tests/kernel/test_mail/test,x86,qemu_x86_iamcu,True,,,True,0.38224196434020996,35472,24800
tests/crypto/test_aes/test,arm,stm32_mini_a15,True,,,False,,11692,25762
tests/kernel/test_mem_safe/test,x86,galileo,True,,,False,,39026,32738
samples/philosophers/nanokernel/test,arc,arduino_101_sss,True,,,False,,10548,7536
tests/kernel/test_map/test,arm,olimexino_stm32,True,,,False,,12976,15548
tests/benchmark/footprint/nanokernel/footprint-min,x86,minnowboard,True,,TEST=min,False,,1993,1701
tests/kernel/test_fifo/nanokernel/test,arm,stm32_mini_a15,True,,,False,,7240,18544
tests/bluetooth/init/test_9,x86,galileo,True,,CONF_FILE=prj_9.conf,False,,86014,73262
tests/benchmark/footprint/microkernel/footprint-min,x86,qemu_x86_iamcu,True,,TEST=min,True,,5815,5263
samples/bluetooth/peripheral_esp/test_nble,x86,arduino_101,True,,"CONF_FILE=""prj_nble.conf""",False,,18204,43134
tests/crypto/test_cmac_mode/test,arm,qemu_cortex_m3,True,,,True,0.02857804298400879,7372,14650
samples/philosophers/microkernel/test,arm,olimexino_stm32,True,,,False,,14468,23476
tests/bluetooth/init/test_17,arm,olimexino_stm32,True,,CONF_FILE=prj_17.conf,False,,18520,84036
tests/bluetooth/init/test_3,arm,olimexino_stm32,True,,CONF_FILE=prj_3.conf,False,,13068,32704
tests/bluetooth/init/test_1,arm,qemu_cortex_m3,True,,CONF_FILE=prj_1.conf,True,,12720,29344
tests/kernel/test_pool/test,x86,minnowboard,True,,,False,,35127,17995
samples/net/coap_server/test-bt,x86,qemu_x86,True,,"CONF_FILE=""prj_bt.conf""",True,,127340,103832
samples/drivers/pci_enum/test_nano,x86,galileo,True,,KERNEL_TYPE=nano,False,,33717,27521
tests/bluetooth/init/test_7,x86,qemu_x86_iamcu,True,,CONF_FILE=prj_7.conf,True,,60724,51044
tests/bluetooth/init/test_nano,arm,frdm_k64f,True,,KERNEL_TYPE=nano,False,,7312,20698
tests/bluetooth/shell/test_arm,arm,frdm_k64f,True,,,False,,23420,88406
tests/kernel/test_sema/microkernel/test,x86,minnowboard,True,,,False,,25790,18374
tests/kernel/test_static_idt/microkernel/test,x86,quark_se_devboard,True,,,False,,12512,19530
tests/bluetooth/init/test_nano,x86,qemu_x86,True,,KERNEL_TYPE=nano,True,,29303,23271
tests/kernel/test_atomic/test,arm,stm32_mini_a15,True,,,False,,3488,11068
tests/kernel/test_xip/nanokernel/test,arm,stm32_mini_a15,True,,,False,,3504,7848
tests/kernel/test_static_idt/microkernel/test,x86,qemu_x86_iamcu,True,,,True,0.246049165725708,22075,13555
tests/kernel/test_build/test_debug,x86,qemu_x86,True,,CONF_FILE=debug.conf,True,,23928,18748
tests/kernel/test_task_priv/test,arm,nucleo_f103rb,True,,,False,,10996,15668
samples/bluetooth/peripheral/test_arm,arm,stm32_mini_a15,True,,,False,,17736,57740
samples/synchronization/nanokernel/test,arm,arduino_due,True,,,False,,5244,8988
tests/bluetooth/shell/test_x86,x86,qemu_x86_iamcu,True,,,True,,118564,102292
tests/bluetooth/init/test_7,arm,nucleo_f103rb,True,,CONF_FILE=prj_7.conf,False,,13920,44324
tests/kernel/test_ipm/test,arm,olimexino_stm32,True,,,False,,4432,12808
samples/cpp_synchronization/nanokernel/test,arc,arduino_101_sss,True,,,False,,6364,8188
tests/bluetooth/init/test_4,x86,galileo,True,,CONF_FILE=prj_4.conf,False,,80147,67459
tests/kernel/test_stackprot/microkernel/test,x86,quark_se_devboard,True,,,False,,12516,23472
tests/kernel/test_errno/test,x86,minnowboard,True,,,False,,12645,8945
samples/bluetooth/peripheral_dis/test_arm,arm,nucleo_f103rb,True,,,False,,13428,33740
tests/kernel/test_pool/test,arm,qemu_cortex_m3,True,,,True,3.6802778244018555,19920,14376
tests/benchmark/footprint/nanokernel/footprint-reg,x86,minnowboard,True,,TEST=reg,False,,8341,6721
tests/kernel/test_task_priv/test,x86,quark_se_devboard,True,,,False,,12672,21711
tests/kernel/test_tickless/microkernel/test,arm,frdm_k64f,True,,,False,,10984,14696
tests/bluetooth/init/test_4,x86,quark_se_devboard,True,,CONF_FILE=prj_4.conf,False,,15868,54121
tests/bluetooth/init/test_8,x86,arduino_101,True,,CONF_FILE=prj_8.conf,False,,15900,56617
tests/drivers/pinmux/test_pinmux_dev,arm,nucleo_f103rb,True,,,False,,3612,7624
tests/kernel/test_stackprot/nanokernel/test,arm,frdm_k64f,True,,,False,,4792,10608
tests/kernel/test_xip/nanokernel/test,arm,olimexino_stm32,True,,,False,,3648,7888
tests/kernel/test_stack/nanokernel/test,arm,stm32_mini_a15,True,,,False,,9784,11576
samples/net/dtls_server/test-micro,x86,qemu_x86,True,,KERNEL_TYPE=micro,True,,117546,95614
tests/kernel/test_map/test,x86,minnowboard,True,,,False,,26860,16268
tests/kernel/test_sleep/test,x86,qemu_x86_iamcu,True,,,True,2.2607309818267822,13847,10139
tests/crypto/test_sha256/test,arm,qemu_cortex_m3,True,,,True,,47308,15572
tests/kernel/test_context/test,x86,qemu_x86_iamcu,True,,,True,6.430787563323975,19212,13652
tests/kernel/test_xip/nanokernel/test,x86,minnowboard,True,,,False,,3332,7477
tests/bluetooth/init/test_nano,x86,minnowboard,True,,KERNEL_TYPE=nano,False,,29399,23367
tests/bluetooth/init/test_21,arm,frdm_k64f,True,,CONF_FILE=prj_21.conf,False,,18676,82734
tests/kernel/test_errno/test,x86,galileo,True,,,False,,35013,28273
tests/crypto/test_cmac_mode/test,x86,qemu_x86,True,,,True,0.22188401222229004,23787,18339
tests/benchmark/footprint/nanokernel/footprint-min,arm,arduino_due,True,,TEST=min,False,,348,2664
tests/kernel/test_mem_safe/test,arm,qemu_cortex_m3,True,,,True,0.018935680389404297,3380,8940
tests/kernel/test_fifo/nanokernel/test,x86,qemu_x86_iamcu,True,,,True,7.644984245300293,24821,18177
samples/bluetooth/peripheral_dis/test_arm,arm,olimexino_stm32,True,,,False,,13476,33776
tests/kernel/test_task/test,arm,arduino_due,True,,,False,,10628,13412
tests/kernel/test_timer/nanokernel/test,arc,quark_se_sss_devboard,True,,,False,,8484,10736
tests/kernel/test_early_sleep/test,x86,qemu_x86,True,,,True,3.3370213508605957,23404,16364
tests/kernel/test_atomic/test,x86,qemu_x86_iamcu,True,,,True,0.21423077583312988,14275,11119
tests/kernel/test_tickless/microkernel/test,x86,qemu_x86_iamcu,True,,,True,3.7514488697052,22774,14210
tests/kernel/test_stack/nanokernel/test,arm,frdm_k64f,True,,,False,,10044,11804
tests/kernel/test_map_priv/test,arm,frdm_k64f,True,,,False,,13092,15872
tests/kernel/test_pipe/test,arm,olimexino_stm32,True,,,False,,15020,25840
tests/kernel/test_sema/microkernel/test,arm,frdm_k64f,True,,,False,,10084,17716
tests/kernel/test_libs/test,x86,qemu_x86,True,,,True,0.19647622108459473,24150,15590
tests/bluetooth/init/test_5,arm,arduino_due,True,,CONF_FILE=prj_5.conf,False,,13508,39484
samples/philosophers/nanokernel/test,arm,frdm_k64f,True,,,False,,9972,8920
tests/kernel/test_stackprot/nanokernel/test,x86,quark_d2000_crb,True,,,False,,2052,7415
tests/kernel/test_xip/microkernel/test,x86,qemu_x86_iamcu,True,,,True,0.8461165428161621,7428,12747
tests/bluetooth/init/test_7,x86,minnowboard,True,,CONF_FILE=prj_7.conf,False,,62503,52823
tests/kernel/test_context/test,arm,stm32_mini_a15,True,,,False,,6004,13332
samples/bluetooth/beacon/test_arm,arm,olimexino_stm32,True,,,False,,12336,26512
tests/bluetooth/init/test_h5,x86,minnowboard,True,,CONF_FILE=prj_h5.conf,False,,34480,24960
tests/kernel/test_rand32/test,x86,qemu_x86_iamcu,True,,,True,0.21605181694030762,19335,12871
tests/kernel/test_mail/test,arm,olimexino_stm32,True,,,False,,13284,23256
tests/kernel/test_sprintf/microkernel/test,arm,qemu_cortex_m3,True,,,True,0.012227058410644531,8400,18184
tests/bluetooth/shell/test_arm,arm,stm32_mini_a15,True,,,False,,23128,87976
tests/kernel/test_mutex/test,arm,frdm_k64f,True,,,False,,11800,16688
tests/bluetooth/init/test_3,x86,quark_se_devboard,True,,CONF_FILE=prj_3.conf,False,,15004,44357
tests/kernel/test_xip/microkernel/test,arm,olimexino_stm32,True,,,False,,7756,12936
tests/kernel/test_task/test,arm,stm32_mini_a15,True,,,False,,10900,15612
samples/kernel_event_logger/nanokernel/test,arc,arduino_101_sss,True,,,False,,15016,10564
tests/bluetooth/init/test_12,arm,nucleo_f103rb,True,,CONF_FILE=prj_12.conf,False,,14104,44632
tests/bluetooth/init/test_10,arm,stm32_mini_a15,True,,CONF_FILE=prj_10.conf,False,,13924,44984
tests/kernel/test_errno/test,arm,stm32_mini_a15,True,,,False,,4032,9162
tests/kernel/test_lifo/test,arm,frdm_k64f,True,,,False,,7740,17560
tests/bluetooth/init/test_8,arm,nucleo_f103rb,True,,CONF_FILE=prj_8.conf,False,,13888,42688
tests/bluetooth/test_bluetooth/test_micro,x86,qemu_x86_iamcu,True,,,True,0.21394920349121094,35229,25869
samples/nfc/nfc_hello/test,x86,qemu_x86_iamcu,True,,,True,,15720,12296
tests/benchmark/footprint/nanokernel/footprint-reg,arm,frdm_k64f,True,,TEST=reg,False,,2244,7252
tests/kernel/test_fifo/microkernel/test,arm,stm32_mini_a15,True,,,False,,10820,22656
tests/kernel/test_timer/microkernel/test,arm,frdm_k64f,True,,,False,,14248,26204
tests/kernel/test_sleep/test,arm,nucleo_f103rb,True,,,False,,4148,10480
samples/drivers/spi_test/test,x86,quark_se_devboard,True,,,False,,5664,15566
tests/benchmark/latency_measure/nanokernel/test,x86,arduino_101,True,,,False,,8520,16713
tests/bluetooth/init/test_micro,x86,qemu_x86,True,,,True,,38411,29051
samples/synchronization/microkernel/test,x86,qemu_x86_iamcu,True,,,True,,23126,16638
tests/kernel/test_fifo/microkernel/test,arm,arduino_due,True,,,False,,10548,19640
tests/kernel/test_fifo/nanokernel/test,arm,olimexino_stm32,True,,,False,,7384,18588
samples/synchronization/nanokernel/test,x86,qemu_x86_iamcu,True,,,True,,17269,12089
tests/kernel/test_task_priv/test,x86,qemu_x86,True,,,True,3.416856288909912,24782,16214
tests/bluetooth/init/test_18,arm,qemu_cortex_m3,True,,CONF_FILE=prj_18.conf,True,,14484,35984
tests/kernel/test_arm_m3_irq_vector_table/test,arm,frdm_k64f,True,,,False,,3812,13776
tests/kernel/test_sema/microkernel/test,arm,nucleo_f103rb,True,,,False,,9920,17432
tests/bluetooth/init/test_15,x86,minnowboard,True,,CONF_FILE=prj_15.conf,False,,62897,53249
tests/bluetooth/init/test_18,x86,quark_se_devboard,True,,CONF_FILE=prj_18.conf,False,,16796,51273
tests/benchmark/footprint/nanokernel/footprint-min,arm,nucleo_f103rb,True,,TEST=min,False,,708,4888
tests/kernel/test_mem_safe/test,x86,minnowboard,True,,,False,,16085,12837
tests/kernel/test_build/test_debug,arc,arduino_101_sss,True,,CONF_FILE=debug.conf,False,,6376,19580
tests/bluetooth/init/test_17,arm,arduino_due,True,,CONF_FILE=prj_17.conf,False,,18100,81424
samples/bluetooth/peripheral_sc_only/test_x86,x86,qemu_x86_iamcu,True,,,True,,61265,51585
tests/kernel/test_pipe/test,arm,frdm_k64f,True,,,False,,15144,26104
tests/kernel/test_sema/nanokernel/test,x86,qemu_x86,True,,,True,9.646146774291992,22808,16204
tests/kernel/test_stackprot/microkernel/test,x86,galileo,True,,,False,,52254,40610
tests/kernel/test_mail_priv/test,x86,arduino_101,True,,,False,,14940,30655
tests/kernel/test_sleep/test,arm,stm32_mini_a15,True,,,False,,4052,10480
tests/benchmark/sys_kernel/nanokernel/test,x86,arduino_101,True,,,False,,9768,20787
tests/kernel/test_task/test,arm,olimexino_stm32,True,,,False,,11044,15652
tests/crypto/test_sha256/test,x86,qemu_x86,True,,,True,,64576,19192
tests/kernel/test_build/test_newlib,x86,qemu_x86_iamcu,True,,CONF_FILE=newlib.conf,True,,24386,19202
tests/kernel/test_ipm/test,arm,nucleo_f103rb,True,,,False,,4384,12768
samples/philosophers/nanokernel/test,arm,nucleo_f103rb,True,,,False,,9800,8696
tests/bluetooth/init/test_h5_dbg,arm,arduino_due,True,,CONF_FILE=prj_h5_dbg.conf,False,,15128,26356
tests/kernel/test_fifo/nanokernel/test,arm,frdm_k64f,True,,,False,,7508,18480
tests/kernel/test_timer/microkernel/test,x86,qemu_x86,True,,,True,16.090553522109985,38400,26720
tests/benchmark/sys_kernel/nanokernel/test,x86,qemu_x86,True,,,True,0.40421628952026367,26889,19197
tests/bluetooth/init/test_micro,arm,nucleo_f103rb,True,,,False,,12264,25416
tests/kernel/test_pipe/test,x86,qemu_x86,True,,,True,10.228335857391357,39837,28349
tests/kernel/test_timer/nanokernel/test,arm,nucleo_f103rb,True,,,False,,7736,11444
tests/crypto/test_hmac/test,arm,qemu_cortex_m3,True,,,True,0.031598806381225586,16588,14812
tests/bluetooth/test_bluetooth/test_micro,x86,arduino_101,True,,,False,,13468,27798
tests/crypto/test_sha256/test,arm,stm32_mini_a15,True,,,False,,47532,18272
tests/bluetooth/init/test_18,arm,olimexino_stm32,True,,CONF_FILE=prj_18.conf,False,,14832,38524
tests/net/buf/test,x86,qemu_x86_iamcu,True,,,True,,18256,15100
tests/kernel/test_libs/test,x86,minnowboard,True,,,False,,24167,15607
tests/crypto/test_sha256/test,x86,quark_se_devboard,True,,,False,,49276,24752
tests/kernel/test_obj_tracing/nanokernel/test,arm,qemu_cortex_m3,True,,,True,0.013394832611083984,9524,6252
samples/bluetooth/peripheral_hr/test_arm,arm,qemu_cortex_m3,True,,,True,,16648,52036
tests/crypto/test_hmac/test,x86,qemu_x86,True,,,True,0.3295283317565918,33099,18435
tests/benchmark/footprint/nanokernel/footprint-reg,arc,arduino_101_sss,True,,TEST=reg,False,,4736,5772
tests/kernel/test_stackprot/microkernel/test,arm,olimexino_stm32,True,,,False,,10880,17620
